Alcazar Networks International Rate Deck,,
International Conversational Traffic - NOT DIALER,,
Effective Date: 11/23/2015 12:00AM EST,,
All calls billed by DNIS,,
Billing Interval: interval1 first increment in seconds, interval2 all other increments in seconds
,,
dest description,destination,rate,bill interval 1,bill interval 2
"Colombia,Lex Telecom","5722580",0.03990,1,1
"Colombia,Lex Telecom","5722582",0.03990,1,1
"Colombia,Lex Telecom","5722583",0.03990,1,1
"Colombia,Lex Telecom","5722595",0.03990,1,1
"Colombia,Lex Telecom","5722596",0.03990,1,1
"Colombia,Lex Telecom","5722605",0.03990,1,1
"Colombia,Lex Telecom","5722606",0.03990,1,1
"Colombia,Lex Telecom","5722607",0.03990,1,1
"Colombia,Lex Telecom","5722608",0.03990,1,1
"Colombia,Lex Telecom","5722609",0.03990,1,1
"Colombia,Lex Telecom","5722611",0.03990,1,1
"Colombia,Lex Telecom","5722614",0.03990,1,1
"Colombia,Lex Telecom","5722617",0.03990,1,1
"Colombia,Lex Telecom","5722618",0.03990,1,1
"Colombia,Lex Telecom","5722619",0.03990,1,1
"Colombia,Lex Telecom","5722620",0.03990,1,1
"Colombia,Lex Telecom","5722624",0.03990,1,1
"Colombia,Lex Telecom","5722626",0.03990,1,1
"Colombia,Lex Telecom","5722630",0.03990,1,1
"Colombia,Lex Telecom","5722631",0.03990,1,1
"Colombia,Lex Telecom","5722632",0.03990,1,1
"Colombia,Lex Telecom","5722638",0.03990,1,1
"Colombia,Lex Telecom","5722639",0.03990,1,1
"Colombia,Lex Telecom","572264",0.03990,1,1
"Colombia,Lex Telecom","572265",0.03990,1,1
"Colombia,Lex Telecom","5722660",0.03990,1,1
"Colombia,Lex Telecom","5722661",0.03990,1,1
"Colombia,Lex Telecom","5722662",0.03990,1,1
"Colombia,Lex Telecom","5722667",0.03990,1,1
"Colombia,Lex Telecom","5722668",0.03990,1,1
"Colombia,Lex Telecom","5722669",0.03990,1,1
"Colombia,Lex Telecom","572267",0.03990,1,1
"Colombia,Lex Telecom","5722680",0.03990,1,1
"Colombia,Lex Telecom","5722682",0.03990,1,1
"Colombia,Lex Telecom","5722683",0.03990,1,1
"Colombia,Lex Telecom","5722684",0.03990,1,1
"Colombia,Lex Telecom","5722685",0.03990,1,1
"Colombia,Lex Telecom","5722687",0.03990,1,1
"Colombia,Lex Telecom","5722688",0.03990,1,1
"Colombia,Lex Telecom","5722689",0.03990,1,1
"Colombia,Lex Telecom","572269",0.03990,1,1
"Colombia,Lex Telecom","5722766",0.03990,1,1
"Colombia,Lex Telecom","5722767",0.03990,1,1
"Colombia,Lex Telecom","5722768",0.03990,1,1
"Colombia,Lex Telecom","5722769",0.03990,1,1
"Colombia,Lex Telecom","572277",0.03990,1,1
"Colombia,Lex Telecom","572278",0.03990,1,1
"Colombia,Lex Telecom","572279",0.03990,1,1
"Colombia,Lex Telecom","5722800",0.03990,1,1
"Colombia,Lex Telecom","5722801",0.03990,1,1
"Colombia,Lex Telecom","572290",0.03990,1,1
"Colombia,Lex Telecom","57234",0.03990,1,1
"Colombia,Lex Telecom","572700",0.03990,1,1
"Colombia,Lex Telecom","572724",0.03990,1,1
"Colombia,Lex Telecom","572726",0.03990,1,1
"Colombia,Lex Telecom","572727",0.03990,1,1
"Colombia,Lex Telecom","572728",0.03990,1,1
"Colombia,Lex Telecom","57274",0.03990,1,1
"Colombia,Lex Telecom","572775",0.03990,1,1
"Colombia,Lex Telecom","572777",0.03990,1,1
"Colombia,Lex Telecom","572778",0.03990,1,1
"Colombia,Lex Telecom","572779",0.03990,1,1
"Colombia,Lex Telecom","572818",0.03990,1,1
"Colombia,Lex Telecom","572825",0.03990,1,1
"Colombia,Lex Telecom","572826",0.03990,1,1
"Colombia,Lex Telecom","5728270",0.03990,1,1
"Colombia,Lex Telecom","572828",0.03990,1,1
"Colombia,Lex Telecom","572829",0.03990,1,1
"Colombia,Lex Telecom","57284",0.03990,1,1
"Colombia,Lex Telecom","57290917",0.03990,1,1
"Colombia,Lex Telecom","57290918",0.03990,1,1
"Colombia,Lex Telecom","57290919",0.03990,1,1
"Colombia,Lex Telecom","57290928",0.03990,1,1
"Colombia,Lex Telecom","57290929",0.03990,1,1
"Colombia,Lex Telecom","5729157",0.03990,1,1
"Colombia,Lex Telecom","572923",0.03990,1,1
"Colombia,Lex Telecom","5746700",0.03990,1,1
"Colombia,Lex Telecom","5746701",0.03990,1,1
"Colombia,Lex Telecom","5746702",0.03990,1,1
"Colombia,Lex Telecom","5746703",0.03990,1,1
"Colombia,Lex Telecom","574679",0.03990,1,1
"Colombia,Lex Telecom","57468",0.03990,1,1
"Colombia,Lex Telecom","57475",0.03990,1,1
"Colombia,Lex Telecom","57476",0.03990,1,1
"Colombia,Lex Telecom","57477",0.03990,1,1
"Colombia,Lex Telecom","574791",0.03990,1,1
"Colombia,Lex Telecom","574792",0.03990,1,1
"Colombia,Lex Telecom","574795",0.03990,1,1
"Colombia,Lex Telecom","574796",0.03990,1,1
"Colombia,Lex Telecom","57481",0.03990,1,1
"Colombia,Lex Telecom","57482",0.03990,1,1
"Colombia,Lex Telecom","57483",0.03990,1,1
"Colombia,Lex Telecom","57484",0.03990,1,1
"Colombia,Lex Telecom","57485",0.03990,1,1
"Colombia,Lex Telecom","57486",0.03990,1,1
"Colombia,Lex Telecom","57487",0.03990,1,1
"Colombia,Lex Telecom","57488",0.03990,1,1
"Colombia,Lex Telecom","574894",0.03990,1,1
"Colombia,Lex Telecom","574898",0.03990,1,1
"Colombia,Lex Telecom","57491",0.03990,1,1
"Colombia,Lex Telecom","57492",0.03990,1,1
"Colombia,Lex Telecom","57493",0.03990,1,1
"Colombia,Lex Telecom","5752491",0.03990,1,1
"Colombia,Lex Telecom","5752499",0.03990,1,1
"Colombia,Lex Telecom","575274",0.03990,1,1
"Colombia,Lex Telecom","575275",0.03990,1,1
"Colombia,Lex Telecom","575283",0.03990,1,1
"Colombia,Lex Telecom","575284",0.03990,1,1
"Colombia,Lex Telecom","575285",0.03990,1,1
"Colombia,Lex Telecom","575286",0.03990,1,1
"Colombia,Lex Telecom","575287",0.03990,1,1
"Colombia,Lex Telecom","575288",0.03990,1,1
"Colombia,Lex Telecom","575289",0.03990,1,1
"Colombia,Lex Telecom","57529",0.03990,1,1
"Colombia,Lex Telecom","575399",0.03990,1,1
"Colombia,Lex Telecom","57541",0.03990,1,1
"Colombia,Lex Telecom","575424",0.03990,1,1
"Colombia,Lex Telecom","575425",0.03990,1,1
"Colombia,Lex Telecom","575427",0.03990,1,1
"Colombia,Lex Telecom","575429",0.03990,1,1
"Colombia,Lex Telecom","57546",0.03990,1,1
"Colombia,Lex Telecom","57547",0.03990,1,1
"Colombia,Lex Telecom","57548",0.03990,1,1
"Colombia,Lex Telecom","57550",0.03990,1,1
"Colombia,Lex Telecom","57552",0.03990,1,1
"Colombia,Lex Telecom","57555",0.03990,1,1
"Colombia,Lex Telecom","57556",0.03990,1,1
"Colombia,Lex Telecom","575575",0.03990,1,1
"Colombia,Lex Telecom","575576",0.03990,1,1
"Colombia,Lex Telecom","575577",0.03990,1,1
"Colombia,Lex Telecom","5755790",0.03990,1,1
"Colombia,Lex Telecom","5755798",0.03990,1,1
"Colombia,Lex Telecom","5755799",0.03990,1,1
"Colombia,Lex Telecom","575584",0.03990,1,1
"Colombia,Lex Telecom","575585",0.03990,1,1
"Colombia,Lex Telecom","57562",0.03990,1,1
"Colombia,Lex Telecom","57563",0.03990,1,1
"Colombia,Lex Telecom","575682",0.03990,1,1
"Colombia,Lex Telecom","575683",0.03990,1,1
"Colombia,Lex Telecom","5756840",0.03990,1,1
"Colombia,Lex Telecom","575685",0.03990,1,1
"Colombia,Lex Telecom","575686",0.03990,1,1
"Colombia,Lex Telecom","575687",0.03990,1,1
"Colombia,Lex Telecom","575688",0.03990,1,1
"Colombia,Lex Telecom","575689",0.03990,1,1
"Colombia,Lex Telecom","57571",0.03990,1,1
"Colombia,Lex Telecom","57572",0.03990,1,1
"Colombia,Lex Telecom","57577",0.03990,1,1
"Colombia,Lex Telecom","57584",0.03990,1,1
"Colombia,Lex Telecom","57587",0.03990,1,1
"Colombia,Lex Telecom","575920",0.03990,1,1
"Colombia,Lex Telecom","5759220",0.03990,1,1
"Colombia,Lex Telecom","575926",0.03990,1,1
"Colombia,Lex Telecom","575927",0.03990,1,1
"Colombia,Lex Telecom","575928",0.03990,1,1
"Colombia,Lex Telecom","57628",0.03990,1,1
"Colombia,Lex Telecom","5763497",0.03990,1,1
"Colombia,Lex Telecom","5763498",0.03990,1,1
"Colombia,Lex Telecom","5763499",0.03990,1,1
"Colombia,Lex Telecom","576352",0.03990,1,1
"Colombia,Lex Telecom","576353",0.03990,1,1
"Colombia,Lex Telecom","576356",0.03990,1,1
"Colombia,Lex Telecom","57636",0.03990,1,1
"Colombia,Lex Telecom","57656",0.03990,1,1
"Colombia,Lex Telecom","57675",0.03990,1,1
"Colombia,Lex Telecom","57676",0.03990,1,1
"Colombia,Lex Telecom","57681",0.03990,1,1
"Colombia,Lex Telecom","57683",0.03990,1,1
"Colombia,Lex Telecom","57684",0.03990,1,1
"Colombia,Lex Telecom","57685",0.03990,1,1
"Colombia,Lex Telecom","576860",0.03990,1,1
"Colombia,Lex Telecom","576864",0.03990,1,1
"Colombia,Lex Telecom","576865",0.03990,1,1
"Colombia,Lex Telecom","576866",0.03990,1,1
"Colombia,Lex Telecom","576867",0.03990,1,1
"Colombia,Lex Telecom","576868",0.03990,1,1
"Colombia,Lex Telecom","576869",0.03990,1,1
"Colombia,Lex Telecom","57689319",0.03990,1,1
"Colombia,Lex Telecom","5768932",0.03990,1,1
"Colombia,Lex Telecom","5768933",0.03990,1,1
"Colombia,Lex Telecom","576911",0.03990,1,1
"Colombia,Lex Telecom","576912",0.03990,1,1
"Colombia,Lex Telecom","576913",0.03990,1,1
"Colombia,Lex Telecom","576914",0.03990,1,1
"Colombia,Lex Telecom","57751",0.03990,1,1
"Colombia,Lex Telecom","57752",0.03990,1,1
"Colombia,Lex Telecom","57753",0.03990,1,1
"Colombia,Lex Telecom","57754",0.03990,1,1
"Colombia,Lex Telecom","57755",0.03990,1,1
"Colombia,Lex Telecom","57756",0.03990,1,1
"Colombia,Lex Telecom","577585",0.03990,1,1
"Colombia,Lex Telecom","577586",0.03990,1,1
"Colombia,Lex Telecom","577601",0.03990,1,1
"Colombia,Lex Telecom","577602",0.03990,1,1
"Colombia,Lex Telecom","577603",0.03990,1,1
"Colombia,Lex Telecom","577606",0.03990,1,1
"Colombia,Lex Telecom","577608",0.03990,1,1
"Colombia,Lex Telecom","577610",0.03990,1,1
"Colombia,Lex Telecom","577611",0.03990,1,1
"Colombia,Lex Telecom","577613",0.03990,1,1
"Colombia,Lex Telecom","577614",0.03990,1,1
"Colombia,Lex Telecom","5776188",0.03990,1,1
"Colombia,Lex Telecom","57762",0.03990,1,1
"Colombia,Lex Telecom","5776566",0.03990,1,1
"Colombia,Lex Telecom","5776567",0.03990,1,1
"Colombia,Lex Telecom","5776568",0.03990,1,1
"Colombia,Lex Telecom","577660",0.03990,1,1
"Colombia,Lex Telecom","577661",0.03990,1,1
"Colombia,Lex Telecom","577662",0.03990,1,1
"Colombia,Lex Telecom","57771",0.03990,1,1
"Colombia,Lex Telecom","57772",0.03990,1,1
"Colombia,Lex Telecom","57773",0.03990,1,1
"Colombia,Lex Telecom","57774",0.03990,1,1
"Colombia,Lex Telecom","57775",0.03990,1,1
"Colombia,Lex Telecom","57776",0.03990,1,1
"Colombia,Lex Telecom","57777",0.03990,1,1
"Colombia,Lex Telecom","57778",0.03990,1,1
"Colombia,Lex Telecom","57779",0.03990,1,1
"Colombia,Lex Telecom","57780",0.03990,1,1
"Colombia,Lex Telecom","57781",0.03990,1,1
"Colombia,Lex Telecom","57782",0.03990,1,1
"Colombia,Lex Telecom","57783",0.03990,1,1
"Colombia,Lex Telecom","57784",0.03990,1,1
"Colombia,Lex Telecom","57786",0.03990,1,1
"Colombia,Lex Telecom","57788",0.03990,1,1
"Colombia,Lex Telecom","57789",0.03990,1,1
"Colombia,Lex Telecom","5779168",0.03990,1,1
"Colombia,Lex Telecom","577918",0.03990,1,1
"Colombia,Lex Telecom","57792",0.03990,1,1
"Colombia,Lex Telecom","578224",0.03990,1,1
"Colombia,Lex Telecom","578225",0.03990,1,1
"Colombia,Lex Telecom","578226",0.03990,1,1
"Colombia,Lex Telecom","578227",0.03990,1,1
"Colombia,Lex Telecom","578228",0.03990,1,1
"Colombia,Lex Telecom","578239",0.03990,1,1
"Colombia,Lex Telecom","578240",0.03990,1,1
"Colombia,Lex Telecom","5782440",0.03990,1,1
"Colombia,Lex Telecom","578245",0.03990,1,1
"Colombia,Lex Telecom","578246",0.03990,1,1
"Colombia,Lex Telecom","578247",0.03990,1,1
"Colombia,Lex Telecom","578248",0.03990,1,1
"Colombia,Lex Telecom","578249",0.03990,1,1
"Colombia,Lex Telecom","57825",0.03990,1,1
"Colombia,Lex Telecom","57828",0.03990,1,1
"Colombia,Lex Telecom","57832",0.03990,1,1
"Colombia,Lex Telecom","57842",0.03990,1,1
"Colombia,Lex Telecom","578430",0.03990,1,1
"Colombia,Lex Telecom","578431",0.03990,1,1
"Colombia,Lex Telecom","578432",0.03990,1,1
"Colombia,Lex Telecom","578433",0.03990,1,1
"Colombia,Lex Telecom","57846",0.03990,1,1
"Colombia,Lex Telecom","57847",0.03990,1,1
"Colombia,Lex Telecom","578511",0.03990,1,1
"Colombia,Lex Telecom","578514",0.03990,1,1
"Colombia,Lex Telecom","57852",0.03990,1,1
"Colombia,Lex Telecom","57856",0.03990,1,1
"Colombia,Lex Telecom","57859235",0.03990,1,1
"Colombia,Lex Telecom","57859236",0.03990,1,1
"Colombia,Lex Telecom","57859238",0.03990,1,1
"Colombia,Lex Telecom","57862",0.03990,1,1
"Colombia,Lex Telecom","578633",0.03990,1,1
"Colombia,Lex Telecom","578635",0.03990,1,1
"Colombia,Lex Telecom","578636",0.03990,1,1
"Colombia,Lex Telecom","578637",0.03990,1,1
"Colombia,Lex Telecom","578638",0.03990,1,1
"Colombia,Lex Telecom","578639",0.03990,1,1
"Colombia,Lex Telecom","578640",0.03990,1,1
"Colombia,Lex Telecom","578644",0.03990,1,1
"Colombia,Lex Telecom","578645",0.03990,1,1
"Colombia,Lex Telecom","578646",0.03990,1,1
"Colombia,Lex Telecom","578648",0.03990,1,1
"Colombia,Lex Telecom","57865",0.03990,1,1
"Colombia,Lex Telecom","578675",0.03990,1,1
"Colombia,Lex Telecom","578676",0.03990,1,1
"Colombia,Lex Telecom","578687",0.03990,1,1
"Colombia,Lex Telecom","57870",0.03990,1,1
"Colombia,Lex Telecom","57872",0.03990,1,1
"Colombia,Lex Telecom","57873",0.03990,1,1
"Colombia,Lex Telecom","578750",0.03990,1,1
"Colombia,Lex Telecom","578752",0.03990,1,1
"Colombia,Lex Telecom","578753",0.03990,1,1
"Colombia,Lex Telecom","578754",0.03990,1,1
"Colombia,Lex Telecom","578759",0.03990,1,1
"Colombia,Lex Telecom","578760",0.03990,1,1
"Colombia,Lex Telecom","578761",0.03990,1,1
"Colombia,Lex Telecom","578762",0.03990,1,1
"Colombia,Lex Telecom","578763",0.03990,1,1
"Colombia,Lex Telecom","578765",0.03990,1,1
"Colombia,Lex Telecom","578768",0.03990,1,1
"Colombia,Lex Telecom","57877",0.03990,1,1
"Colombia,Lex Telecom","57878",0.03990,1,1
"Colombia,Lex Telecom","57879",0.03990,1,1
"Colombia,Lex Telecom","57880",0.03990,1,1
"Colombia,Lex Telecom","57883",0.03990,1,1
"Colombia,Lex Telecom","57884",0.03990,1,1
"Colombia,Lex Telecom","5788689",0.03990,1,1
"Colombia,Lex Telecom","578878",0.03990,1,1
"Colombia,Lex Telecom","5788790",0.03990,1,1
"Colombia,Lex Telecom","5788791",0.03990,1,1
"Colombia,Lex Telecom","5788797",0.03990,1,1
"Colombia,Lex Telecom","57889",0.03990,1,1
"Colombia,Lex Telecom","57893",0.03990,1,1
"Colombia,Manizales","57687",0.02240,1,1
"Colombia,Manizales","57688",0.02240,1,1
"Colombia,Manizales","57689",0.02240,1,1
"Colombia,Manizales","5769098",0.02240,1,1
"Colombia,Medellin","5740",0.01610,1,1
"Colombia,Medellin","57415",0.01610,1,1
"Colombia,Medellin","5742",0.01610,1,1
"Colombia,Medellin","5743",0.01610,1,1
"Colombia,Medellin","5744",0.01610,1,1
"Colombia,Medellin","5745",0.01610,1,1
"Colombia,Medellin","57460",0.01610,1,1
"Colombia,Medellin","57461",0.01610,1,1
"Colombia,Medellin","5748426",0.01610,1,1
"Colombia,Medellin","5748510",0.01610,1,1
"Colombia,Medellin","5748511",0.01610,1,1
"Colombia,Medellin","574872",0.01610,1,1
"Colombia,Medellin","57490",0.01610,1,1
"Colombia,Medellin","574913",0.01610,1,1
"Colombia,Medellin","5749140",0.01610,1,1
"Colombia,Medellin","5749141",0.01610,1,1
"Colombia,Medellin","5749142",0.01610,1,1
"Colombia,Medellin","5749143",0.01610,1,1
"Colombia,Medellin","5749144",0.01610,1,1
"Colombia,Medellin","5749145",0.01610,1,1
"Colombia,Medellin","5749146",0.01610,1,1
"Colombia,Medellin","5749172",0.01610,1,1
"Colombia,Medellin","5749173",0.01610,1,1
"Colombia,Medellin","5749225",0.01610,1,1
"Colombia,Medellin","5749226",0.01610,1,1
"Colombia,Medellin","5749227",0.01610,1,1
"Colombia,Medellin","5749256",0.01610,1,1
"Colombia,Medellin","5749257",0.01610,1,1
"Colombia,Medellin","57495",0.01610,1,1
"Colombia,Pereira","57631",0.01820,1,1
"Colombia,Pereira","57632",0.01820,1,1
"Colombia,Pereira","57633",0.01820,1,1
"Colombia,Pereira","57634",0.01820,1,1
"Colombia,Pereira","57635",0.01820,1,1
"Colombia,Pereira","5763650",0.01820,1,1
"Colombia,Pereira","5769093",0.01820,1,1
"Colombia,Pereira","57691682",0.01820,1,1
"Colombia,Pereira","57691683",0.01820,1,1
"Colombia,Pereira","57691684",0.01820,1,1
"Colombia,Pereira","57691685",0.01820,1,1
"Colombia,Pereira","57691686",0.01820,1,1
"Colombia,Pereira","57691687",0.01820,1,1
"Colombia,Pereira","57691688",0.01820,1,1
"Colombia,Pereira","57691689",0.01820,1,1
"Colombia,Pereira","5769169",0.01820,1,1
"Colombia,Pereira","5769170",0.01820,1,1
"Comoros","269",0.27300,1,1
"Comoros Cellular","2693",0.39200,1,1
"Congo","242",0.49700,1,1
"Congo Cellular","2420",0.37800,1,1
"Congo Cellular-Airtel","24205",0.47600,1,1
"Congo Cellular-Airtel","2423",0.47600,1,1
"Congo Cellular-Azur","24201",0.48860,1,1
"Congo Cellular-MTN","24206",0.41090,1,1
"Congo Cellular-Warid","24204",0.47880,1,1
"Congo Cellular-Warid","2424",0.47880,1,1
"Congo,Premium-Equateur Telecom","242800",0.58800,1,1
"Cook Islands","682",1.10250,1,1
"Costa Rica","506",0.02170,1,1
"Costa Rica Cellular","5065",0.06286,1,1
"Costa Rica Cellular-Claro","5067",0.06300,1,1
"Costa Rica Cellular-Ice","5068",0.06216,1,1
"Costa Rica Cellular-Movistar","5066",0.09114,1,1
"Croatia","385",0.04186,1,1
"Croatia Cellular","3859",0.12810,1,1
"Croatia Cellular-T Mobile","38597",0.32186,1,1
"Croatia Cellular-T Mobile","38598",0.32186,1,1
"Croatia Cellular-T Mobile","38599",0.32186,1,1
"Croatia Cellular-Tele2","385901",0.35826,1,1
"Croatia Cellular-Tele2","38595",0.35826,1,1
"Croatia Cellular-VipNet","38591",0.35826,1,1
"Croatia Cellular-VipNet","38592",0.35826,1,1
"Cuba","53",0.86800,1,1
"Cuba Cellular","535",0.86800,1,1
"Cuba,Guantanamo Bay","5399",0.86800,1,1
"Cyprus","357",0.00560,1,1
"Cyprus Cellular","3579",0.00616,1,1
"Cyprus Cellular-Cytamobile-Vodafone","35797",0.02506,1,1
"Cyprus Cellular-Cytamobile-Vodafone","35799",0.02506,1,1
"Cyprus Cellular-Lemontel","35794",0.06286,1,1
"Cyprus Cellular-MTN","35796",0.02730,1,1
"Cyprus Cellular-Primetel","35795",0.05740,1,1
"Cyprus,Special","357700",0.16366,1,1
"Cyprus,Special","357777",0.16366,1,1
"Cyprus,Special","35780",0.16366,1,1
"Cyprus,Special","35790",0.16366,1,1
"Cyprus,Voicemail","35712",0.06286,1,1
"Czech Republic","420",0.02100,1,1
"Czech Republic Cellular","4206",0.07000,1,1
"Czech Republic Cellular","4207",0.07000,1,1
"Czech Republic Cellular","42096",0.07000,1,1
"Czech Republic Cellular-T-mobile","420604",0.04900,1,1
"Czech Republic Cellular-T-mobile","420605",0.04900,1,1
"Czech Republic Cellular-T-mobile","42073",0.04900,1,1
"Czech Republic Cellular-T-mobile","42093",0.04900,1,1
"Czech Republic Cellular-T-mobile","420963",0.04900,1,1
"Czech Republic Cellular-T-mobile","420964",0.04900,1,1
"Czech Republic Cellular-T-mobile","420965",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420601",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420602",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420606",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420607",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420702",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","42072",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420961",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420962",0.04900,1,1
"Czech Republic Cellular-Telefonica 02","420966",0.04900,1,1
"Czech Republic Cellular-Vodafone","420608",0.04900,1,1
"Czech Republic Cellular-Vodafone","42077",0.04900,1,1
"Czech Republic Cellular-Vodafone","420967",0.04900,1,1
"Czech Republic,Prague","4202",0.02100,1,1
"Czech Republic,Premium","4208",0.03500,1,1
"Czech Republic,Premium","42090",0.03500,1,1
"Czech Republic,Premium","42091",0.03500,1,1
"Czech Republic,Premium","42092",0.03500,1,1
"Czech Republic,Premium","42094",0.03500,1,1
"Czech Republic,Premium","42097",0.03500,1,1
"Czech Republic,Premium","42098",0.03500,1,1
"Czech Republic,Premium","42099",0.03500,1,1
"Democratic Republic of Congo","243",0.51450,1,1
"Democratic Republic of Congo Cellular-Africel","24390",0.31360,1,1
"Democratic Republic of Congo Cellular-Africel","24391",0.31360,1,1
"Democratic Republic of Congo Cellular-Airtel","24397",0.42700,1,1
"Democratic Republic of Congo Cellular-Airtel","24399",0.42700,1,1
"Democratic Republic of Congo Cellular-Orange","24384",0.32760,1,1
"Democratic Republic of Congo Cellular-Orange","24385",0.32760,1,1
"Democratic Republic of Congo Cellular-Tigo","24380",0.31458,1,1
"Democratic Republic of Congo Cellular-Tigo","24389",0.31458,1,1
"Democratic Republic of Congo Cellular-Vodacom","24381",0.31220,1,1
"Democratic Republic of Congo Cellular-Vodacom","24382",0.31220,1,1
"Democratic Republic of Congo,Kinshasa","24312",0.51450,1,1
"Denmark","45",0.00700,1,1
"Denmark Cellular","452",0.01540,1,1
"Denmark Cellular","4531",0.01540,1,1
"Denmark Cellular","453235",0.01540,1,1
"Denmark Cellular","4540",0.01540,1,1
"Denmark Cellular","4542",0.01540,1,1
"Denmark Cellular","455063",0.01540,1,1
"Denmark Cellular","455069",0.01540,1,1
"Denmark Cellular","4552",0.01540,1,1
"Denmark Cellular","455211",0.01540,1,1
"Denmark Cellular","455212",0.01540,1,1
"Denmark Cellular","4553",0.01540,1,1
"Denmark Cellular","4560",0.01540,1,1
"Denmark Cellular","4571",0.01540,1,1
"Denmark Cellular","4581",0.01540,1,1
"Denmark Cellular","4591",0.01540,1,1
"Denmark Cellular","4592",0.01540,1,1
"Denmark Cellular","4593",0.01540,1,1
"Denmark Cellular-TDC","45200",0.01540,1,1
"Denmark Cellular-TDC","45201",0.01540,1,1
"Denmark Cellular-TDC","45202",0.01540,1,1
"Denmark Cellular-TDC","45203",0.01540,1,1
"Denmark Cellular-TDC","45204",0.01540,1,1
"Denmark Cellular-TDC","45205",0.01540,1,1
"Denmark Cellular-TDC","4521",0.01540,1,1
"Denmark Cellular-TDC","4523",0.01540,1,1
"Denmark Cellular-TDC","45230",0.01540,1,1
"Denmark Cellular-TDC","45231",0.01540,1,1
"Denmark Cellular-TDC","45232",0.01540,1,1
"Denmark Cellular-TDC","45233",0.01540,1,1
"Denmark Cellular-TDC","45234",0.01540,1,1
"Denmark Cellular-TDC","45235",0.01540,1,1
"Denmark Cellular-TDC","45236",0.01540,1,1
"Denmark Cellular-TDC","45237",0.01540,1,1
"Denmark Cellular-TDC","45238",0.01540,1,1
"Denmark Cellular-TDC","452390",0.01540,1,1
"Denmark Cellular-TDC","452391",0.01540,1,1
"Denmark Cellular-TDC","452392",0.01540,1,1
"Denmark Cellular-TDC","452393",0.01540,1,1
"Denmark Cellular-TDC","452394",0.01540,1,1
"Denmark Cellular-TDC","452396",0.01540,1,1
"Denmark Cellular-TDC","452397",0.01540,1,1
"Denmark Cellular-TDC","452398",0.01540,1,1
"Denmark Cellular-TDC","452399",0.01540,1,1
"Denmark Cellular-TDC","4524",0.01540,1,1
"Denmark Cellular-TDC","452595",0.01540,1,1
"Denmark Cellular-TDC","452596",0.01540,1,1
"Denmark Cellular-TDC","4525982",0.01540,1,1
"Denmark Cellular-TDC","4525988",0.01540,1,1
"Denmark Cellular-TDC","4525989",0.01540,1,1
"Denmark Cellular-TDC","4529",0.01540,1,1
"Denmark Cellular-TDC","4530",0.01540,1,1
"Denmark Cellular-TDC","45401",0.01540,1,1
"Denmark Cellular-TDC","45402",0.01540,1,1
"Denmark Cellular-TDC","45403",0.01540,1,1
"Denmark Cellular-TDC","45404",0.01540,1,1
"Denmark Cellular-TDC","454275",0.01540,1,1
"Denmark Cellular-TDC","455060",0.01540,1,1
"Denmark Cellular-TDC","455061",0.01540,1,1
"Denmark Cellular-TDC","45510",0.01540,1,1
"Denmark Cellular-TDC","45511",0.01540,1,1
"Denmark Cellular-TDC","45512",0.01540,1,1
"Denmark Cellular-TDC","45513",0.01540,1,1
"Denmark Cellular-TDC","45514",0.01540,1,1
"Denmark Cellular-TDC","45515",0.01540,1,1
"Denmark Cellular-TDC","45516",0.01540,1,1
"Denmark Cellular-TDC","45517",0.01540,1,1
"Denmark Cellular-TDC","455180",0.01540,1,1
"Denmark Cellular-TDC","455181",0.01540,1,1
"Denmark Cellular-TDC","455182",0.01540,1,1
"Denmark Cellular-TDC","455183",0.01540,1,1
"Denmark Cellular-TDC","455184",0.01540,1,1
"Denmark Cellular-TDC","455185",0.01540,1,1
"Denmark Cellular-TDC","455186",0.01540,1,1
"Denmark Cellular-TDC","455187",0.01540,1,1
"Denmark Cellular-TDC","45519",0.01540,1,1
"Denmark Cellular-TDC","455220",0.01540,1,1
"Denmark Cellular-TDC","455230",0.01540,1,1
"Denmark Cellular-TDC","455240",0.01540,1,1
"Denmark Cellular-TDC","455250",0.01540,1,1
"Denmark Cellular-TDC","455254",0.01540,1,1
"Denmark Cellular-TDC","455256",0.01540,1,1
"Denmark Cellular-TDC","455257",0.01540,1,1
"Denmark Cellular-TDC","455258",0.01540,1,1
"Denmark Cellular-TDC","456099",0.01540,1,1
"Denmark Cellular-TDC","4561",0.01540,1,1
"Denmark Cellular-TDC","45610",0.01540,1,1
"Denmark Cellular-TDC","45611",0.01540,1,1
"Denmark Cellular-TDC","45612",0.01540,1,1
"Denmark Cellular-TDC","45613",0.01540,1,1
"Denmark Cellular-TDC","456140",0.01540,1,1
"Denmark Cellular-TDC","456141",0.01540,1,1
"Denmark Cellular-TDC","456142",0.01540,1,1
"Denmark Cellular-TDC","456143",0.01540,1,1
"Denmark Cellular-TDC","456144",0.01540,1,1
"Denmark Cellular-TDC","456145",0.01540,1,1
"Denmark Cellular-TDC","456147",0.01540,1,1
